caseid,task,resource,role,end_timestamp,pr_instances,tsk_start_inst,start_timestamp
Case919,Request For Payment FINAL_APPROVED by SUPERVISOR,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-11 07:34:46,171,1,2019-01-11 06:49:53
Case920,Request For Payment SAVED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-11 08:12:30,172,0,2019-01-11 07:42:55
Case921,Request For Payment SAVED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-11 09:11:14,172,0,2019-01-11 08:41:39
Case922,Request For Payment SAVED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-11 09:57:18,172,0,2019-01-11 09:27:43
Case923,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-11 11:01:28,172,2,2019-01-11 10:32:00
Case924,Request For Payment SAVED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-11 11:25:40,173,0,2019-01-11 10:56:06
Case923,Request For Payment APPROVED by ADMINISTRATION,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-11 11:46:42,173,1,2019-01-11 11:01:46
Case925,Request For Payment SAVED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-11 12:21:03,173,0,2019-01-11 11:51:29
Case926,Request For Payment SAVED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-11 14:08:03,173,0,2019-01-11 13:38:29
Case927,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-11 14:20:20,174,2,2019-01-11 13:50:47
Case927,Request For Payment REJECTED by SUPERVISOR,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-11 15:05:33,173,0,2019-01-11 14:20:44
Case928,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-11 20:09:15,174,2,2019-01-11 19:39:44
Case928,Request For Payment REJECTED by SUPERVISOR,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-11 20:54:30,174,0,2019-01-11 20:09:40
Case929,Request For Payment SAVED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-11 21:41:24,175,0,2019-01-11 21:11:52
Case930,Request For Payment SAVED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-11 22:48:27,175,0,2019-01-11 22:18:55
Case931,Request For Payment SAVED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-12 00:33:23,175,0,2019-01-12 00:03:55
Case886,Request For Payment REJECTED by ADMINISTRATION,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-12 01:45:55,174,0,2019-01-12 01:03:04
Case932,Request For Payment SAVED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-12 04:09:34,175,0,2019-01-12 03:40:05
Case933,Request For Payment SAVED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-12 06:37:10,175,0,2019-01-12 06:07:41
Case905,Request For Payment APPROVED by SUPERVISOR,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-12 09:08:43,174,0,2019-01-12 08:24:21
Case934,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-12 09:15:47,175,2,2019-01-12 08:46:31
Case934,Request For Payment APPROVED by PRE_APPROVER,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-12 10:00:17,175,0,2019-01-12 09:16:05
Case935,Request For Payment SAVED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-12 10:12:27,176,0,2019-01-12 09:42:58
Case903,Request For Payment REJECTED by MISSING,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-12 11:17:00,175,0,2019-01-12 10:32:47
Case936,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-12 11:35:34,176,2,2019-01-12 11:06:17
Case936,Request For Payment REJECTED by PRE_APPROVER,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-12 12:20:09,175,0,2019-01-12 11:35:52
Case885,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-12 13:35:17,175,2,2019-01-12 12:52:44
Case937,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-12 14:04:37,176,2,2019-01-12 13:35:28
Case937,Request For Payment APPROVED by PRE_APPROVER,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-12 14:49:09,176,0,2019-01-12 14:04:55
Case938,Request For Payment SAVED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-12 14:52:21,177,0,2019-01-12 14:22:53
Case939,Request For Payment SAVED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-12 16:42:19,177,0,2019-01-12 16:12:52
Case940,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-12 19:56:14,177,2,2019-01-12 19:27:01
Case940,Request For Payment REJECTED by SUPERVISOR,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-12 20:40:54,177,0,2019-01-12 19:56:32
Case885,Request For Payment REJECTED by PRE_APPROVER,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-12 20:52:02,177,0,2019-01-12 20:09:40
Case886,Request For Payment REJECTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-13 00:05:08,177,0,2019-01-12 23:22:18
Case890,Request For Payment REJECTED by MISSING,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-13 01:02:57,177,0,2019-01-13 00:22:36
Case911,Request For Payment REJECTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-13 01:16:52,177,0,2019-01-13 00:32:40
Case894,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-13 01:30:33,177,2,2019-01-13 00:49:44
Case894,Request For Payment REJECTED by PRE_APPROVER,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-13 02:13:39,175,0,2019-01-13 01:30:51
Case912,Request For Payment REJECTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-13 03:26:56,175,0,2019-01-13 02:42:48
Case941,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-13 06:28:42,176,2,2019-01-13 05:59:18
Case941,Request For Payment REJECTED by ADMINISTRATION,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-13 07:13:39,176,0,2019-01-13 06:29:00
Case886,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-13 08:33:03,176,2,2019-01-13 07:50:29
Case942,Request For Payment SAVED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-13 08:38:44,177,0,2019-01-13 08:09:14
Case885,Request For Payment REJECTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-13 10:31:08,176,0,2019-01-13 09:48:40
Case943,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-13 11:05:37,177,2,2019-01-13 10:36:04
Case894,Request For Payment REJECTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-13 11:16:18,176,0,2019-01-13 10:33:42
Case886,Request For Payment REJECTED by ADMINISTRATION,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-13 11:35:41,177,0,2019-01-13 10:54:09
Case943,Request For Payment FINAL_APPROVED by SUPERVISOR,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-13 11:50:37,177,1,2019-01-13 11:05:55
Case944,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-13 12:11:12,178,2,2019-01-13 11:41:39
Case944,Request For Payment FINAL_APPROVED by SUPERVISOR,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-13 12:56:11,178,1,2019-01-13 12:11:30
Case895,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-13 15:48:55,178,2,2019-01-13 15:07:56
Case945,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-13 15:50:42,179,3,2019-01-13 15:21:09
Case895,Request For Payment APPROVED by PRE_APPROVER,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-13 16:32:02,179,0,2019-01-13 15:49:13
Case946,Request For Payment SAVED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-13 16:32:41,180,0,2019-01-13 16:03:13
Case945,Request For Payment FINAL_APPROVED by SUPERVISOR,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-13 16:35:42,179,1,2019-01-13 15:51:00
Case886,Request For Payment REJECTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-13 17:18:55,179,0,2019-01-13 16:37:28
Case947,Request For Payment SAVED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-13 17:34:28,180,0,2019-01-13 17:05:01
Case896,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-13 19:24:35,179,2,2019-01-13 18:43:29
Case896,Request For Payment REJECTED by ADMINISTRATION,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-13 20:07:48,179,0,2019-01-13 19:24:53
Case885,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-13 20:42:18,179,2,2019-01-13 20:00:52
Case894,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-13 21:02:12,179,3,2019-01-13 20:19:56
Case948,Request For Payment SAVED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-13 21:12:20,180,0,2019-01-13 20:42:54
Case915,Request For Payment REJECTED by MISSING,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-13 21:38:40,180,0,2019-01-13 20:53:21
Case894,Request For Payment REJECTED by SUPERVISOR,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-13 23:32:23,178,0,2019-01-13 22:50:04
Case949,Request For Payment SAVED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-13 23:58:23,179,0,2019-01-13 23:28:57
Case895,Request For Payment FINAL_APPROVED by SUPERVISOR,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-14 00:04:50,178,1,2019-01-13 23:22:13
Case886,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-14 00:57:20,178,2,2019-01-14 00:15:14
Case885,Request For Payment REJECTED by ADMINISTRATION,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-14 01:40:49,178,0,2019-01-14 00:59:12
Case896,Request For Payment REJECTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-14 02:01:42,178,0,2019-01-14 01:19:02
Case853,Request Payment,res_f1d5d76e-73b3-4ad2-b5bc-b44969b003a7,Role 2,2019-01-14 02:51:21,177,1,2019-01-14 02:08:10
Case914,Request For Payment REJECTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-14 04:07:24,177,0,2019-01-14 03:22:24
Case950,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-14 04:14:02,178,2,2019-01-14 03:45:00
Case868,Payment Handled,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 2,2019-01-14 04:18:35,177,2,2019-01-14 03:35:25
Case950,Request For Payment FINAL_APPROVED by SUPERVISOR,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-14 04:58:16,178,1,2019-01-14 04:14:20
Case886,Request For Payment APPROVED by PRE_APPROVER,res_f1d5d76e-73b3-4ad2-b5bc-b44969b003a7,Role 1,2019-01-14 06:12:53,177,0,2019-01-14 05:30:33
Case917,Request For Payment REJECTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-14 06:46:04,177,0,2019-01-14 06:01:16
Case888,Payment Handled,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 2,2019-01-14 06:46:53,177,2,2019-01-14 06:03:53
Case847,Payment Handled,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 2,2019-01-14 06:51:53,177,3,2019-01-14 06:08:35
Case912,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-14 07:05:45,177,2,2019-01-14 06:25:27
Case951,Request For Payment SAVED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-14 07:30:42,176,0,2019-01-14 07:01:24
Case894,Request For Payment REJECTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-14 07:38:30,175,0,2019-01-14 06:55:54
Case912,Request For Payment APPROVED by PRE_APPROVER,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-14 07:48:56,176,0,2019-01-14 07:06:03
Case885,Request For Payment REJECTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-14 07:56:49,176,1,2019-01-14 07:14:38
Case952,Request For Payment SAVED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-14 08:51:30,174,0,2019-01-14 08:22:14
Case840,Payment Handled,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 2,2019-01-14 09:42:15,173,2,2019-01-14 08:59:04
Case878,Request For Payment FINAL_APPROVED by DIRECTOR,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-14 10:21:37,173,0,2019-01-14 09:38:26
Case953,Request For Payment SAVED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-14 11:10:05,173,0,2019-01-14 10:40:49
Case954,Request For Payment SUBMITTED by EMPLOYEE,res_f1d5d76e-73b3-4ad2-b5bc-b44969b003a7,Role 1,2019-01-14 11:54:38,173,2,2019-01-14 11:25:21
Case923,Request For Payment FINAL_APPROVED by SUPERVISOR,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-14 12:08:20,172,1,2019-01-14 11:22:58
Case919,Request Payment,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 2,2019-01-14 12:12:24,173,1,2019-01-14 11:26:15
Case941,Request For Payment REJECTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-14 12:39:03,173,0,2019-01-14 11:54:47
Case954,Request For Payment APPROVED by ADMINISTRATION,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-14 12:39:10,173,1,2019-01-14 11:54:56
Case955,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-14 12:56:35,174,2,2019-01-14 12:27:17
Case956,Request For Payment SAVED by EMPLOYEE,res_f1d5d76e-73b3-4ad2-b5bc-b44969b003a7,Role 1,2019-01-14 13:41:01,174,0,2019-01-14 13:11:45
Case955,Request For Payment FINAL_APPROVED by SUPERVISOR,res_f1d5d76e-73b3-4ad2-b5bc-b44969b003a7,Role 1,2019-01-14 13:41:12,173,1,2019-01-14 12:56:53
Case872,Payment Handled,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 2,2019-01-14 14:16:46,174,2,2019-01-14 13:33:31
Case957,Request For Payment SAVED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-14 14:22:56,174,0,2019-01-14 13:53:45
Case943,Request For Payment REJECTED by MISSING,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-14 15:28:06,172,0,2019-01-14 14:43:25
Case958,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-14 15:39:03,173,2,2019-01-14 15:09:44
Case912,Request For Payment FINAL_APPROVED by SUPERVISOR,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-14 16:04:49,173,1,2019-01-14 15:22:01
Case958,Request For Payment APPROVED by ADMINISTRATION,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-14 16:23:45,172,1,2019-01-14 15:39:21
Case886,Request For Payment FINAL_APPROVED by SUPERVISOR,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-14 16:47:45,172,1,2019-01-14 16:05:11
Case959,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-14 17:08:42,173,2,2019-01-14 16:39:22
Case960,Request For Payment SAVED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-14 17:26:39,174,0,2019-01-14 16:57:24
Case944,Request For Payment REJECTED by MISSING,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-14 17:31:33,173,0,2019-01-14 16:46:54
Case927,Request For Payment REJECTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-14 17:47:26,174,0,2019-01-14 17:02:42
Case959,Request For Payment APPROVED by ADMINISTRATION,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-14 17:53:24,174,1,2019-01-14 17:09:00
Case934,Request For Payment FINAL_APPROVED by SUPERVISOR,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-14 18:06:27,174,1,2019-01-14 17:22:22
Case961,Request For Payment SAVED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-14 19:00:58,173,0,2019-01-14 18:31:44
Case936,Request For Payment REJECTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-14 20:06:37,172,0,2019-01-14 19:22:22
Case945,Request For Payment REJECTED by MISSING,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-14 21:46:33,171,0,2019-01-14 21:01:53
Case912,Request For Payment REJECTED by MISSING,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-14 22:51:21,170,0,2019-01-14 22:09:24
Case937,Request For Payment FINAL_APPROVED by SUPERVISOR,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-14 22:54:44,170,1,2019-01-14 22:10:27
Case928,Request For Payment REJECTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-14 23:35:48,170,0,2019-01-14 22:51:02
Case962,Request For Payment SAVED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-14 23:54:51,170,0,2019-01-14 23:25:39
Case963,Request For Payment SAVED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-15 00:33:26,169,0,2019-01-15 00:03:59
Case895,Request Payment,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 2,2019-01-15 02:23:20,168,1,2019-01-15 01:40:18
Case940,Request For Payment REJECTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-15 02:46:41,168,0,2019-01-15 02:02:45
Case964,Request For Payment SAVED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-15 02:52:18,169,0,2019-01-15 02:22:54
Case965,Request For Payment SAVED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-15 03:27:05,169,0,2019-01-15 02:57:39
Case917,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-15 04:05:22,169,2,2019-01-15 03:24:09
Case914,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-15 04:46:47,168,3,2019-01-15 04:04:58
Case917,Request For Payment REJECTED by PRE_APPROVER,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-15 04:48:54,168,0,2019-01-15 04:05:40
Case914,Request For Payment APPROVED by ADMINISTRATION,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-15 05:30:37,168,1,2019-01-15 04:47:05
Case966,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-15 06:02:07,169,2,2019-01-15 05:32:42
Case966,Request For Payment APPROVED by ADMINISTRATION,res_f1d5d76e-73b3-4ad2-b5bc-b44969b003a7,Role 1,2019-01-15 06:46:59,169,1,2019-01-15 06:02:25
Case950,Request Payment,res_f1d5d76e-73b3-4ad2-b5bc-b44969b003a7,Role 2,2019-01-15 06:48:04,169,1,2019-01-15 06:03:18
Case967,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-15 07:28:36,170,2,2019-01-15 06:59:06
Case954,Request For Payment FINAL_APPROVED by SUPERVISOR,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-15 07:38:43,169,1,2019-01-15 06:54:37
Case967,Request For Payment FINAL_APPROVED by SUPERVISOR,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-15 08:13:29,170,2,2019-01-15 07:28:54
Case968,Request For Payment SAVED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-15 08:19:24,171,0,2019-01-15 07:50:01
Case969,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-15 09:32:33,171,2,2019-01-15 09:03:06
Case914,Request For Payment FINAL_APPROVED by SUPERVISOR,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-15 10:09:18,171,1,2019-01-15 09:26:28
Case969,Request For Payment REJECTED by SUPERVISOR,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-15 10:17:15,171,0,2019-01-15 09:32:51
Case970,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-15 10:38:57,172,2,2019-01-15 10:09:27
Case914,Request For Payment REJECTED by MISSING,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-15 10:50:58,172,0,2019-01-15 10:09:36
Case958,Request For Payment APPROVED by BUDGET OWNER,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-15 11:20:01,172,1,2019-01-15 10:35:50
Case970,Request For Payment FINAL_APPROVED by SUPERVISOR,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-15 11:23:49,172,1,2019-01-15 10:39:15
Case971,Request For Payment SAVED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-15 11:59:13,172,0,2019-01-15 11:29:51
Case917,Request For Payment REJECTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-15 12:28:06,172,0,2019-01-15 11:45:20
Case972,Request For Payment SAVED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-15 12:49:54,172,0,2019-01-15 12:20:33
Case973,Request For Payment SAVED by EMPLOYEE,res_f1d5d76e-73b3-4ad2-b5bc-b44969b003a7,Role 1,2019-01-15 13:19:25,171,0,2019-01-15 12:50:04
Case959,Request For Payment REJECTED by SUPERVISOR,res_f1d5d76e-73b3-4ad2-b5bc-b44969b003a7,Role 1,2019-01-15 13:20:09,171,0,2019-01-15 12:35:47
Case886,Request Payment,res_f1d5d76e-73b3-4ad2-b5bc-b44969b003a7,Role 2,2019-01-15 13:48:40,171,1,2019-01-15 13:05:34
Case955,Request Payment,res_f1d5d76e-73b3-4ad2-b5bc-b44969b003a7,Role 2,2019-01-15 14:22:01,170,2,2019-01-15 13:37:28
Case974,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-15 15:16:42,171,2,2019-01-15 14:47:13
Case974,Request For Payment REJECTED by PRE_APPROVER,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-15 16:01:18,171,0,2019-01-15 15:17:00
Case927,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-15 19:31:55,171,2,2019-01-15 18:50:38
Case927,Request For Payment FINAL_APPROVED by SUPERVISOR,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-15 20:15:52,171,1,2019-01-15 19:32:13
Case927,Request For Payment REJECTED by MISSING,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-15 20:58:55,171,0,2019-01-15 20:16:10
Case975,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2019-01-15 23:04:44,171,2,2019-01-15 22:35:14
