caseid,task,user,end_timestamp,start_timestamp
request for payment 184863,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-12-20 14:45:01+00:00,2018-12-20 14:07:01+00:00
request for payment 184863,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018-12-20 15:06:35+00:00,2018-12-20 14:08:35+00:00
request for payment 185200,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-12-20 14:57:53+00:00,2018-12-20 14:09:53+00:00
request for payment 184695,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-12-20 14:44:53+00:00,2018-12-20 14:11:53+00:00
request for payment 184695,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018-12-20 14:43:01+00:00,2018-12-20 14:12:01+00:00
request for payment 184628,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018-12-20 14:47:02+00:00,2018-12-20 14:13:02+00:00
request for payment 185200,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018-12-20 15:05:58+00:00,2018-12-20 14:17:58+00:00
request for payment 184869,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-12-20 15:02:09+00:00,2018-12-20 14:22:09+00:00
request for payment 184869,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018-12-20 15:07:15+00:00,2018-12-20 14:22:15+00:00
request for payment 184700,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-12-20 15:20:20+00:00,2018-12-20 14:22:20+00:00
request for payment 174145,Request Payment,SYSTEM,2018-12-20 15:01:46+00:00,2018-12-20 14:26:46+00:00
request for payment 171809,Request Payment,SYSTEM,2018-12-20 15:04:19+00:00,2018-12-20 14:27:19+00:00
request for payment 184875,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-12-20 15:47:59+00:00,2018-12-20 15:07:59+00:00
request for payment 184875,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018-12-20 15:43:05+00:00,2018-12-20 15:08:05+00:00
request for payment 178591,Request Payment,SYSTEM,2018-12-20 16:10:24+00:00,2018-12-20 15:10:24+00:00
request for payment 184755,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-12-20 15:59:40+00:00,2018-12-20 15:10:40+00:00
request for payment 184755,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018-12-20 15:53:43+00:00,2018-12-20 15:10:43+00:00
request for payment 177154,Request Payment,SYSTEM,2018-12-20 15:59:45+00:00,2018-12-20 15:24:45+00:00
request for payment 178457,Request Payment,SYSTEM,2018-12-20 16:38:40+00:00,2018-12-20 15:40:40+00:00
request for payment 178468,Request Payment,SYSTEM,2018-12-20 16:38:41+00:00,2018-12-20 15:40:41+00:00
request for payment 184471,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018-12-20 16:49:20+00:00,2018-12-20 15:56:20+00:00
request for payment 184471,Request Payment,SYSTEM,2018-12-20 16:33:21+00:00,2018-12-20 15:56:21+00:00
request for payment 185127,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-12-20 16:41:53+00:00,2018-12-20 16:02:53+00:00
request for payment 185127,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018-12-20 16:39:32+00:00,2018-12-20 16:04:32+00:00
request for payment 179891,Payment Handled,SYSTEM,2018-12-20 17:11:30+00:00,2018-12-20 16:31:30+00:00
request for payment 171982,Payment Handled,SYSTEM,2018-12-20 17:23:30+00:00,2018-12-20 16:31:30+00:00
request for payment 183207,Payment Handled,SYSTEM,2018-12-20 17:11:30+00:00,2018-12-20 16:31:30+00:00
request for payment 179186,Payment Handled,SYSTEM,2018-12-20 17:09:30+00:00,2018-12-20 16:31:30+00:00
request for payment 172868,Payment Handled,SYSTEM,2018-12-20 17:03:30+00:00,2018-12-20 16:31:30+00:00
request for payment 184506,Payment Handled,SYSTEM,2018-12-20 17:03:30+00:00,2018-12-20 16:31:30+00:00
request for payment 178409,Payment Handled,SYSTEM,2018-12-20 17:08:30+00:00,2018-12-20 16:31:30+00:00
request for payment 177678,Payment Handled,SYSTEM,2018-12-20 17:09:30+00:00,2018-12-20 16:31:30+00:00
request for payment 180038,Payment Handled,SYSTEM,2018-12-20 17:09:30+00:00,2018-12-20 16:31:30+00:00
request for payment 172212,Payment Handled,SYSTEM,2018-12-20 17:06:30+00:00,2018-12-20 16:31:30+00:00
request for payment 171928,Payment Handled,SYSTEM,2018-12-20 17:20:30+00:00,2018-12-20 16:31:30+00:00
request for payment 179078,Payment Handled,SYSTEM,2018-12-20 17:08:30+00:00,2018-12-20 16:31:30+00:00
request for payment 172395,Payment Handled,SYSTEM,2018-12-20 17:04:30+00:00,2018-12-20 16:31:30+00:00
request for payment 174127,Payment Handled,SYSTEM,2018-12-20 17:09:30+00:00,2018-12-20 16:31:30+00:00
request for payment 184063,Payment Handled,SYSTEM,2018-12-20 17:28:30+00:00,2018-12-20 16:31:30+00:00
request for payment 172030,Payment Handled,SYSTEM,2018-12-20 17:26:30+00:00,2018-12-20 16:31:30+00:00
request for payment 184455,Payment Handled,SYSTEM,2018-12-20 17:27:30+00:00,2018-12-20 16:31:30+00:00
request for payment 184203,Payment Handled,SYSTEM,2018-12-20 17:26:30+00:00,2018-12-20 16:31:30+00:00
request for payment 176337,Payment Handled,SYSTEM,2018-12-20 17:04:30+00:00,2018-12-20 16:31:30+00:00
request for payment 179974,Payment Handled,SYSTEM,2018-12-20 17:26:30+00:00,2018-12-20 16:31:30+00:00
request for payment 184465,Payment Handled,SYSTEM,2018-12-20 17:26:30+00:00,2018-12-20 16:31:30+00:00
request for payment 172279,Payment Handled,SYSTEM,2018-12-20 17:26:30+00:00,2018-12-20 16:31:30+00:00
request for payment 178444,Payment Handled,SYSTEM,2018-12-20 17:25:30+00:00,2018-12-20 16:31:30+00:00
request for payment 178751,Payment Handled,SYSTEM,2018-12-20 17:25:30+00:00,2018-12-20 16:31:30+00:00
request for payment 179620,Payment Handled,SYSTEM,2018-12-20 17:24:30+00:00,2018-12-20 16:31:30+00:00
request for payment 178678,Payment Handled,SYSTEM,2018-12-20 17:24:30+00:00,2018-12-20 16:31:30+00:00
request for payment 183239,Payment Handled,SYSTEM,2018-12-20 17:24:30+00:00,2018-12-20 16:31:30+00:00
request for payment 177646,Payment Handled,SYSTEM,2018-12-20 17:11:30+00:00,2018-12-20 16:31:30+00:00
request for payment 173775,Payment Handled,SYSTEM,2018-12-20 17:23:30+00:00,2018-12-20 16:31:30+00:00
request for payment 183255,Payment Handled,SYSTEM,2018-12-20 17:23:30+00:00,2018-12-20 16:31:30+00:00
request for payment 183861,Payment Handled,SYSTEM,2018-12-20 17:27:30+00:00,2018-12-20 16:31:30+00:00
request for payment 172250,Payment Handled,SYSTEM,2018-12-20 17:04:30+00:00,2018-12-20 16:31:30+00:00
request for payment 184425,Payment Handled,SYSTEM,2018-12-20 17:07:30+00:00,2018-12-20 16:31:30+00:00
request for payment 179120,Payment Handled,SYSTEM,2018-12-20 17:07:30+00:00,2018-12-20 16:31:30+00:00
request for payment 172273,Payment Handled,SYSTEM,2018-12-20 17:03:30+00:00,2018-12-20 16:31:30+00:00
request for payment 172600,Payment Handled,SYSTEM,2018-12-20 17:02:30+00:00,2018-12-20 16:31:30+00:00
request for payment 171815,Payment Handled,SYSTEM,2018-12-20 17:10:30+00:00,2018-12-20 16:31:30+00:00
request for payment 171987,Payment Handled,SYSTEM,2018-12-20 17:10:30+00:00,2018-12-20 16:31:30+00:00
request for payment 172901,Payment Handled,SYSTEM,2018-12-20 17:02:30+00:00,2018-12-20 16:31:30+00:00
request for payment 177629,Payment Handled,SYSTEM,2018-12-20 17:02:30+00:00,2018-12-20 16:31:30+00:00
request for payment 172592,Payment Handled,SYSTEM,2018-12-20 17:03:30+00:00,2018-12-20 16:31:30+00:00
request for payment 179083,Payment Handled,SYSTEM,2018-12-20 17:02:30+00:00,2018-12-20 16:31:30+00:00
request for payment 173277,Payment Handled,SYSTEM,2018-12-20 17:10:30+00:00,2018-12-20 16:31:30+00:00
request for payment 178066,Payment Handled,SYSTEM,2018-12-20 17:10:30+00:00,2018-12-20 16:31:30+00:00
request for payment 172451,Payment Handled,SYSTEM,2018-12-20 17:10:30+00:00,2018-12-20 16:31:30+00:00
request for payment 178172,Payment Handled,SYSTEM,2018-12-20 17:01:30+00:00,2018-12-20 16:31:30+00:00
request for payment 179125,Payment Handled,SYSTEM,2018-12-20 17:01:30+00:00,2018-12-20 16:31:30+00:00
request for payment 179032,Payment Handled,SYSTEM,2018-12-20 17:01:30+00:00,2018-12-20 16:31:30+00:00
request for payment 172224,Payment Handled,SYSTEM,2018-12-20 17:09:30+00:00,2018-12-20 16:31:30+00:00
request for payment 172383,Payment Handled,SYSTEM,2018-12-20 17:03:30+00:00,2018-12-20 16:31:30+00:00
request for payment 178167,Payment Handled,SYSTEM,2018-12-20 17:03:30+00:00,2018-12-20 16:31:30+00:00
request for payment 174087,Payment Handled,SYSTEM,2018-12-20 17:04:30+00:00,2018-12-20 16:31:30+00:00
request for payment 183218,Payment Handled,SYSTEM,2018-12-20 17:06:30+00:00,2018-12-20 16:31:30+00:00
request for payment 173349,Payment Handled,SYSTEM,2018-12-20 17:06:30+00:00,2018-12-20 16:31:30+00:00
request for payment 173325,Payment Handled,SYSTEM,2018-12-20 17:06:30+00:00,2018-12-20 16:31:30+00:00
request for payment 172378,Payment Handled,SYSTEM,2018-12-20 17:06:30+00:00,2018-12-20 16:31:30+00:00
request for payment 184023,Payment Handled,SYSTEM,2018-12-20 17:05:30+00:00,2018-12-20 16:31:30+00:00
request for payment 178813,Payment Handled,SYSTEM,2018-12-20 17:05:30+00:00,2018-12-20 16:31:30+00:00
request for payment 171961,Payment Handled,SYSTEM,2018-12-20 17:05:30+00:00,2018-12-20 16:31:30+00:00
request for payment 179027,Payment Handled,SYSTEM,2018-12-20 17:05:30+00:00,2018-12-20 16:31:30+00:00
request for payment 172435,Payment Handled,SYSTEM,2018-12-20 17:05:30+00:00,2018-12-20 16:31:30+00:00
request for payment 171972,Payment Handled,SYSTEM,2018-12-20 17:07:30+00:00,2018-12-20 16:31:30+00:00
request for payment 172896,Payment Handled,SYSTEM,2018-12-20 17:23:30+00:00,2018-12-20 16:31:30+00:00
request for payment 179043,Payment Handled,SYSTEM,2018-12-20 17:07:30+00:00,2018-12-20 16:31:30+00:00
request for payment 172649,Payment Handled,SYSTEM,2018-12-20 17:08:30+00:00,2018-12-20 16:31:30+00:00
request for payment 178188,Payment Handled,SYSTEM,2018-12-20 17:22:30+00:00,2018-12-20 16:31:30+00:00
request for payment 184323,Payment Handled,SYSTEM,2018-12-20 17:31:30+00:00,2018-12-20 16:31:30+00:00
request for payment 172446,Payment Handled,SYSTEM,2018-12-20 17:28:30+00:00,2018-12-20 16:31:30+00:00
request for payment 172406,Payment Handled,SYSTEM,2018-12-20 17:13:30+00:00,2018-12-20 16:31:30+00:00
request for payment 178614,Payment Handled,SYSTEM,2018-12-20 17:13:30+00:00,2018-12-20 16:31:30+00:00
request for payment 178654,Payment Handled,SYSTEM,2018-12-20 17:13:30+00:00,2018-12-20 16:31:30+00:00
request for payment 185296,Payment Handled,SYSTEM,2018-12-20 17:13:30+00:00,2018-12-20 16:31:30+00:00
request for payment 178420,Payment Handled,SYSTEM,2018-12-20 17:12:30+00:00,2018-12-20 16:31:30+00:00
request for payment 184460,Payment Handled,SYSTEM,2018-12-20 17:12:30+00:00,2018-12-20 16:31:30+00:00
request for payment 172430,Payment Handled,SYSTEM,2018-12-20 17:12:30+00:00,2018-12-20 16:31:30+00:00
request for payment 172937,Payment Handled,SYSTEM,2018-12-20 17:20:30+00:00,2018-12-20 16:31:30+00:00
request for payment 173245,Payment Handled,SYSTEM,2018-12-20 17:12:30+00:00,2018-12-20 16:31:30+00:00
request for payment 172207,Payment Handled,SYSTEM,2018-12-20 17:11:30+00:00,2018-12-20 16:31:30+00:00
request for payment 173770,Payment Handled,SYSTEM,2018-12-20 17:16:30+00:00,2018-12-20 16:31:30+00:00
request for payment 176826,Payment Handled,SYSTEM,2018-12-20 17:12:30+00:00,2018-12-20 16:31:30+00:00
request for payment 184449,Payment Handled,SYSTEM,2018-12-20 17:16:30+00:00,2018-12-20 16:31:30+00:00
request for payment 172932,Payment Handled,SYSTEM,2018-12-20 17:18:30+00:00,2018-12-20 16:31:30+00:00
request for payment 177616,Payment Handled,SYSTEM,2018-12-20 17:13:30+00:00,2018-12-20 16:31:30+00:00
request for payment 172218,Payment Handled,SYSTEM,2018-12-20 17:20:30+00:00,2018-12-20 16:31:30+00:00
request for payment 177687,Payment Handled,SYSTEM,2018-12-20 17:19:30+00:00,2018-12-20 16:31:30+00:00
request for payment 178563,Payment Handled,SYSTEM,2018-12-20 17:19:30+00:00,2018-12-20 16:31:30+00:00
request for payment 171998,Payment Handled,SYSTEM,2018-12-20 17:18:30+00:00,2018-12-20 16:31:30+00:00
request for payment 179155,Payment Handled,SYSTEM,2018-12-20 17:18:30+00:00,2018-12-20 16:31:30+00:00
request for payment 173255,Payment Handled,SYSTEM,2018-12-20 17:18:30+00:00,2018-12-20 16:31:30+00:00
request for payment 173300,Payment Handled,SYSTEM,2018-12-20 17:18:30+00:00,2018-12-20 16:31:30+00:00
request for payment 178568,Payment Handled,SYSTEM,2018-12-20 17:18:30+00:00,2018-12-20 16:31:30+00:00
request for payment 172268,Payment Handled,SYSTEM,2018-12-20 17:18:30+00:00,2018-12-20 16:31:30+00:00
request for payment 184438,Payment Handled,SYSTEM,2018-12-20 17:17:30+00:00,2018-12-20 16:31:30+00:00
request for payment 178369,Payment Handled,SYSTEM,2018-12-20 17:17:30+00:00,2018-12-20 16:31:30+00:00
request for payment 172456,Payment Handled,SYSTEM,2018-12-20 17:17:30+00:00,2018-12-20 16:31:30+00:00
request for payment 184193,Payment Handled,SYSTEM,2018-12-20 17:17:30+00:00,2018-12-20 16:31:30+00:00
request for payment 173307,Payment Handled,SYSTEM,2018-12-20 17:16:30+00:00,2018-12-20 16:31:30+00:00
request for payment 173338,Payment Handled,SYSTEM,2018-12-20 17:17:30+00:00,2018-12-20 16:31:30+00:00
request for payment 172633,Payment Handled,SYSTEM,2018-12-20 17:19:30+00:00,2018-12-20 16:31:30+00:00
request for payment 184073,Payment Handled,SYSTEM,2018-12-20 17:16:30+00:00,2018-12-20 16:31:30+00:00
request for payment 173261,Payment Handled,SYSTEM,2018-12-20 17:13:30+00:00,2018-12-20 16:31:30+00:00
request for payment 172233,Payment Handled,SYSTEM,2018-12-20 17:14:30+00:00,2018-12-20 16:31:30+00:00
request for payment 173765,Payment Handled,SYSTEM,2018-12-20 17:28:30+00:00,2018-12-20 16:31:30+00:00
request for payment 172202,Payment Handled,SYSTEM,2018-12-20 17:28:30+00:00,2018-12-20 16:31:30+00:00
request for payment 173343,Payment Handled,SYSTEM,2018-12-20 17:30:30+00:00,2018-12-20 16:31:30+00:00
request for payment 171977,Payment Handled,SYSTEM,2018-12-20 17:31:30+00:00,2018-12-20 16:31:30+00:00
request for payment 177622,Payment Handled,SYSTEM,2018-12-20 17:31:30+00:00,2018-12-20 16:31:30+00:00
request for payment 174106,Payment Handled,SYSTEM,2018-12-20 17:31:30+00:00,2018-12-20 16:31:30+00:00
request for payment 177213,Payment Handled,SYSTEM,2018-12-20 17:22:30+00:00,2018-12-20 16:31:30+00:00
request for payment 183845,Payment Handled,SYSTEM,2018-12-20 17:31:30+00:00,2018-12-20 16:31:30+00:00
request for payment 172906,Payment Handled,SYSTEM,2018-12-20 17:31:30+00:00,2018-12-20 16:31:30+00:00
request for payment 184280,Payment Handled,SYSTEM,2018-12-20 17:30:30+00:00,2018-12-20 16:31:30+00:00
request for payment 172245,Payment Handled,SYSTEM,2018-12-20 17:30:30+00:00,2018-12-20 16:31:30+00:00
request for payment 178625,Payment Handled,SYSTEM,2018-12-20 17:30:30+00:00,2018-12-20 16:31:30+00:00
request for payment 171952,Payment Handled,SYSTEM,2018-12-20 17:28:30+00:00,2018-12-20 16:31:30+00:00
request for payment 173250,Payment Handled,SYSTEM,2018-12-20 17:30:30+00:00,2018-12-20 16:31:30+00:00
request for payment 179180,Payment Handled,SYSTEM,2018-12-20 17:13:30+00:00,2018-12-20 16:31:30+00:00
request for payment 173760,Payment Handled,SYSTEM,2018-12-20 17:30:30+00:00,2018-12-20 16:31:30+00:00
request for payment 178364,Payment Handled,SYSTEM,2018-12-20 17:29:30+00:00,2018-12-20 16:31:30+00:00
request for payment 172239,Payment Handled,SYSTEM,2018-12-20 17:29:30+00:00,2018-12-20 16:31:30+00:00
request for payment 184419,Payment Handled,SYSTEM,2018-12-20 17:29:30+00:00,2018-12-20 16:31:30+00:00
request for payment 172423,Payment Handled,SYSTEM,2018-12-20 17:29:30+00:00,2018-12-20 16:31:30+00:00
request for payment 177652,Payment Handled,SYSTEM,2018-12-20 17:28:30+00:00,2018-12-20 16:31:30+00:00
request for payment 178637,Payment Handled,SYSTEM,2018-12-20 17:20:30+00:00,2018-12-20 16:31:30+00:00
request for payment 178631,Payment Handled,SYSTEM,2018-12-20 17:27:30+00:00,2018-12-20 16:31:30+00:00
request for payment 178121,Payment Handled,SYSTEM,2018-12-20 17:20:30+00:00,2018-12-20 16:31:30+00:00
request for payment 174116,Payment Handled,SYSTEM,2018-12-20 17:16:30+00:00,2018-12-20 16:31:30+00:00
request for payment 178135,Payment Handled,SYSTEM,2018-12-20 17:16:30+00:00,2018-12-20 16:31:30+00:00
request for payment 177230,Payment Handled,SYSTEM,2018-12-20 17:16:30+00:00,2018-12-20 16:31:30+00:00
request for payment 184493,Payment Handled,SYSTEM,2018-12-20 17:15:30+00:00,2018-12-20 16:31:30+00:00
request for payment 177603,Payment Handled,SYSTEM,2018-12-20 17:15:30+00:00,2018-12-20 16:31:30+00:00
request for payment 181753,Payment Handled,SYSTEM,2018-12-20 17:14:30+00:00,2018-12-20 16:31:30+00:00
request for payment 177252,Payment Handled,SYSTEM,2018-12-20 17:29:30+00:00,2018-12-20 16:31:30+00:00
request for payment 185256,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018-12-20 17:22:26+00:00,2018-12-20 16:51:26+00:00
request for payment 184690,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018-12-20 17:42:23+00:00,2018-12-20 16:53:23+00:00
request for payment 185138,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018-12-20 17:51:02+00:00,2018-12-20 16:54:02+00:00
request for payment 184817,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018-12-20 18:01:32+00:00,2018-12-20 17:27:32+00:00
request for payment 185266,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-12-20 21:58:54+00:00,2018-12-20 21:20:54+00:00
request for payment 185266,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018-12-20 22:15:35+00:00,2018-12-20 21:22:35+00:00
request for payment 185271,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-12-20 22:38:07+00:00,2018-12-20 21:52:07+00:00
request for payment 185271,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018-12-20 22:31:12+00:00,2018-12-20 21:52:12+00:00
request for payment 178992,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018-12-20 23:44:41+00:00,2018-12-20 23:09:41+00:00
request for payment 185276,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-12-21 00:47:22+00:00,2018-12-20 23:49:22+00:00
request for payment 185276,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018-12-21 00:45:44+00:00,2018-12-20 23:49:44+00:00
request for payment 184881,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-12-21 06:23:00+00:00,2018-12-21 05:39:00+00:00
request for payment 184881,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018-12-21 06:28:32+00:00,2018-12-21 05:40:32+00:00
request for payment 185016,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-12-21 09:26:32+00:00,2018-12-21 08:39:32+00:00
request for payment 185016,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018-12-21 09:38:56+00:00,2018-12-21 08:39:56+00:00
request for payment 185021,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-12-21 09:44:18+00:00,2018-12-21 08:50:18+00:00
request for payment 185309,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-12-21 09:47:39+00:00,2018-12-21 08:59:39+00:00
request for payment 185309,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018-12-21 09:40:49+00:00,2018-12-21 08:59:49+00:00
request for payment 185021,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018-12-21 10:02:28+00:00,2018-12-21 09:04:28+00:00
request for payment 185314,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-12-21 10:27:20+00:00,2018-12-21 09:27:20+00:00
request for payment 185314,Request For Payment REJECTED by ADMINISTRATION,STAFF MEMBER,2018-12-21 10:13:23+00:00,2018-12-21 09:27:23+00:00
request for payment 184662,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-12-21 10:00:59+00:00,2018-12-21 09:27:59+00:00
request for payment 184750,Request Payment,SYSTEM,2018-12-21 10:19:06+00:00,2018-12-21 09:29:06+00:00
request for payment 184662,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018-12-21 10:28:31+00:00,2018-12-21 09:32:31+00:00
request for payment 185027,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-12-21 10:20:46+00:00,2018-12-21 09:48:46+00:00
request for payment 185027,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018-12-21 10:33:58+00:00,2018-12-21 09:49:58+00:00
request for payment 185032,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-12-21 10:46:11+00:00,2018-12-21 09:53:11+00:00
request for payment 185032,Request For Payment REJECTED by ADMINISTRATION,STAFF MEMBER,2018-12-21 10:40:18+00:00,2018-12-21 09:53:18+00:00
request for payment 179011,Request Payment,SYSTEM,2018-12-21 10:46:09+00:00,2018-12-21 10:02:09+00:00
request for payment 185095,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-12-21 10:59:02+00:00,2018-12-21 10:08:02+00:00
request for payment 185095,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018-12-21 11:06:04+00:00,2018-12-21 10:08:04+00:00
request for payment 185068,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018-12-21 10:47:15+00:00,2018-12-21 10:09:15+00:00
request for payment 185100,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-12-21 11:07:29+00:00,2018-12-21 10:11:29+00:00
request for payment 185100,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018-12-21 10:43:33+00:00,2018-12-21 10:11:33+00:00
request for payment 184668,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-12-21 11:01:03+00:00,2018-12-21 10:15:03+00:00
request for payment 184668,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018-12-21 11:02:05+00:00,2018-12-21 10:15:05+00:00
request for payment 184674,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-12-21 11:12:20+00:00,2018-12-21 10:15:20+00:00
request for payment 184674,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018-12-21 10:59:22+00:00,2018-12-21 10:15:22+00:00
request for payment 177833,Request Payment,SYSTEM,2018-12-21 10:50:28+00:00,2018-12-21 10:18:28+00:00
request for payment 179477,Request Payment,SYSTEM,2018-12-21 11:05:14+00:00,2018-12-21 10:20:14+00:00
request for payment 185223,Request Payment,SYSTEM,2018-12-21 11:03:07+00:00,2018-12-21 10:26:07+00:00
request for payment 178578,Request Payment,SYSTEM,2018-12-21 11:23:24+00:00,2018-12-21 10:26:24+00:00
request for payment 178585,Request Payment,SYSTEM,2018-12-21 11:22:21+00:00,2018-12-21 10:27:21+00:00
request for payment 185132,Request For Payment SAVED by EMPLOYEE,STAFF MEMBER,2018-12-21 11:02:16+00:00,2018-12-21 10:32:16+00:00
request for payment 185105,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-12-21 11:32:17+00:00,2018-12-21 10:33:17+00:00
request for payment 185105,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018-12-21 11:18:03+00:00,2018-12-21 10:38:03+00:00
request for payment 184886,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-12-21 11:48:15+00:00,2018-12-21 10:49:15+00:00
request for payment 184886,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018-12-21 11:49:18+00:00,2018-12-21 10:49:18+00:00
request for payment 185079,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018-12-21 11:49:50+00:00,2018-12-21 11:13:50+00:00
request for payment 178452,Request Payment,SYSTEM,2018-12-21 11:48:58+00:00,2018-12-21 11:15:58+00:00
request for payment 185324,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018-12-21 12:05:45+00:00,2018-12-21 11:16:45+00:00
request for payment 184869,Request For Payment APPROVED by BUDGET OWNER,STAFF MEMBER,2018-12-21 12:01:40+00:00,2018-12-21 11:24:40+00:00
request for payment 184376,Request Payment,SYSTEM,2018-12-21 12:23:35+00:00,2018-12-21 11:45:35+00:00
request for payment 185027,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018-12-21 12:43:47+00:00,2018-12-21 11:50:47+00:00
request for payment 184628,Request Payment,SYSTEM,2018-12-21 12:36:34+00:00,2018-12-21 12:03:34+00:00
request for payment 184783,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018-12-21 13:03:57+00:00,2018-12-21 12:06:57+00:00
request for payment 185329,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018-12-21 12:54:41+00:00,2018-12-21 12:08:41+00:00
request for payment 172582,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018-12-21 13:46:50+00:00,2018-12-21 12:49:50+00:00
request for payment 178756,Request Payment,SYSTEM,2018-12-21 13:56:48+00:00,2018-12-21 13:01:48+00:00
request for payment 185148,Request Payment,SYSTEM,2018-12-21 13:58:12+00:00,2018-12-21 13:02:12+00:00
request for payment 177246,Request Payment,SYSTEM,2018-12-21 13:52:36+00:00,2018-12-21 13:02:36+00:00
request for payment 185159,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-12-21 14:06:41+00:00,2018-12-21 13:11:41+00:00
request for payment 185159,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018-12-21 13:48:53+00:00,2018-12-21 13:15:53+00:00
request for payment 184891,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-12-21 14:34:27+00:00,2018-12-21 13:35:27+00:00
request for payment 184891,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018-12-21 14:11:47+00:00,2018-12-21 13:35:47+00:00
request for payment 185074,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018-12-21 14:25:58+00:00,2018-12-21 13:40:58+00:00
request for payment 185084,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018-12-21 14:26:36+00:00,2018-12-21 13:42:36+00:00
request for payment 184477,Request Payment,SYSTEM,2018-12-21 14:45:21+00:00,2018-12-21 13:45:21+00:00
